,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
FAM76A,-0.0018937785734712167,0.004400369727970894,-0.008345426895782299,-0.0014998611074614999,0.0005199565183525845,0.0030088018667635396,-0.002249920447321811,0.0011406728227553186,-0.0029527574321942386,-0.0043671945409671335,-0.0029092274778268713,-0.002259310331806366,0.0021197482604434475,0.0031926904025373643,-0.017297461329275954,-0.012754303655501138,0.00889737579944586,0.0049208334179130725,-0.011283340251795854,-0.0031248965432678633,-0.01797765118425788,0.021798881689380652,0.0016755445981612434,0.0012657972274747022,0.0065002993092179075,0.003456862422367901,0.0026541677823843793,0.020323758088522357,0.007907262797697899,0.006005760285415793,-0.008336915744868752,0.03170608015698155,0.00250619387231077,0.0035950227714274426,-0.0017946289485377353,0.03329692701234622,0.0037774097294317275,-0.022667087390999784,0.030518954914731736,0.029425206001077033,0.01717994306697467,-0.01962344427406967,0.02598812344228181,-0.07144027143404039,-0.010264692529303093,0.019892798105626247,0.019715553993595092,-0.009675205703937498,-0.038592311113093816,0.038151116180305505
ZNF211,-0.002088398288568067,0.014515175117069304,0.005973550478551446,-0.005801814912744327,-0.0002757082488614775,-0.0026699715248998746,-0.00026359415697060613,-0.0014848987425266033,0.0004010487631557834,0.0019076574248298947,-0.004235861753509785,0.01393994102697573,-0.001701426365766172,0.0003530578438599554,0.009957688194931756,0.0007539207883674095,0.008702371718441224,0.0008020748471234559,-0.0038592163427052513,0.014268901370490424,0.011231287991591985,-0.00491117557771336,0.010495760225816293,-0.0026858016666865964,-0.0010693774748263515,0.022585517492726588,0.006080817866055078,0.0007069774604995123,-0.010703221379838966,-0.022995249308369596,0.014704087024312602,-0.007853041202330805,-0.010132617228632552,0.02441428923763485,0.0066715853405599716,-0.010333203268519262,-0.015968072501095457,0.00808441082641474,0.007189516932499638,-0.009347874070230066,0.03311944952061903,-0.0009290164115583004,-0.014230371802618155,0.025102660650121324,-0.019481219299466168,0.013238665490240937,0.007055770456023206,0.018721797464795836,0.0010945276794587476,-0.01786880540397621
RHBDD3,-0.001109484631198312,0.0039022557615351113,0.008330984469543836,0.004923278438236152,0.0019176179302026575,-0.0032869290584193007,-0.0009788413670290949,0.0012256844083613023,0.0009942465058394455,-0.0027202561503104736,-0.0020746420255872695,-0.014145304814098843,0.013798360880188695,-0.0037628657246401537,0.0001143134275047258,0.0048491746906069505,0.004367608480102128,-0.0006399387736193106,-0.0010377412123441002,-0.0030946793671015995,-0.0018534292993710678,0.016918133492711058,-0.005480564672504364,0.0064112545997344495,-0.008831833096833712,-0.01499022468503841,-0.000542981612038692,8.155882132367164e-05,0.026102177958314765,0.018484954328636533,-0.012179467473716236,0.013269319802558067,0.01941645787356399,-0.021626757046993895,0.031298782413433264,0.005657645676822165,-0.016935526709423273,-0.016576846937172512,0.014731136156584713,-0.013420056309164737,-0.007698992304456741,-0.024358820890156244,0.02205767611974558,0.017974106027674436,0.00022932095013886026,0.019610118539819723,-0.020508733944502137,-0.00939522462046032,-0.04250433528101281,-0.036381127668282394
RFC5,1.823461347764552e-05,0.011428578147877608,-0.0012908914067521764,0.00330963437209239,0.0003211358501463078,-0.0031481716979851935,0.006701807215692765,0.002657188525672202,-0.008392795175376291,-0.0017450920919168775,0.026290345601565204,0.003892540829418552,-0.011177847866405523,0.026971637317178124,-0.03385547682351178,-0.01188261969888249,-0.016365241918457916,-0.021286717639112974,-0.022201988899471305,-0.0787391121385975,0.05257585262678572,-0.029889201039469303,0.012382432541384537,-0.0273738996913907,-0.002729261363694617,-0.02404039401838682,0.009389439584142505,-0.0049335171108778,-0.011089097226339311,-0.01100220322401392,0.008196193448633817,-0.03217038966476342,-0.013356715969120277,-0.01612183190144182,0.0005242588079826596,-0.03211260501988493,-0.005447918726420363,0.005788272580510994,-0.014022337713611013,-0.000606861070776097,-0.0240088904919092,0.025221129587206178,0.02224029026287765,-0.03157362064170651,0.009572230720236313,-0.0036421325610825643,0.022191797247052867,-0.005077194774984455,0.0017829072263073522,-0.00043598622481210835
GPR84,0.0017630657252968313,-0.01791807049397984,0.006143227373534762,-0.010014664717207635,0.004239482023272574,-0.0080032991358006,-0.005698639430575684,0.00037392410150358096,0.0013086138682149625,-0.0004003948375260092,0.008966494775890363,-0.020111458816833034,-0.0024371538305734126,0.006475922393893958,-0.013137865385803985,-0.0018490076404190504,-0.0029005324150110697,0.015160367184595062,-0.010960768765765922,-0.019036731038453266,-0.0023546520990789977,0.013641978858635462,0.018289640843846416,-0.01231486335010746,-0.00298341652168853,0.00021841210830971566,0.008647797791388573,0.004922259859765349,0.00613255065435354,0.016536994319744865,0.016164243692669368,-0.0022033186655199774,-0.008259280850502572,-0.006733282905681716,-0.018028145258118793,-0.01447038708107319,0.001135509896191891,-0.015195472952952165,0.0018729815742346023,0.023862143978938318,-0.0004470152474902629,0.00018856187309352897,0.009429873929171797,0.05481122917073199,-0.004354611665876728,-0.008043399118148829,0.04194079206789123,-0.07279925674097745,0.0366648803297571,0.02442802288888273
RYK,-0.0017728369732705404,0.004640943885273654,-0.006096748422231757,-0.0018227500652365453,-0.001448221778575525,-0.0006703493968317964,0.0017473494122839603,-0.0005086047784706948,0.005138715892866282,0.0021417569589157644,-0.003554489301090383,0.002149571781935632,-0.016081973118012932,0.0022971008269790615,0.0016569731980792747,-0.017245958022217657,0.0036732027518227538,0.017972227323827597,0.0057807998367237585,0.00471967042920832,0.00027890365287220557,0.0021865968780646053,-0.01049680792553007,-0.02213736516246991,-0.03011894315457164,0.042883696017158135,0.01153584478126608,-0.03304638111859491,0.0017690146085495447,-0.02558985894210592,0.009736365939425212,0.041851917134869444,0.010540417629182331,-0.07694992021933077,0.007273788555485659,0.012093961271801571,0.024314390690984504,0.0012777840220635512,0.06585228249679309,-0.07691071346781309,0.016883447137852586,0.0044857127187956005,-0.015728630711003076,0.001904427058221244,0.006315264994814867,-0.03253035964422606,-0.011375635862654073,0.0295916153989937,0.0259082045340228,0.02599380576576295
CTC-297N7.5,-0.0006222743590304131,-8.241565144088636e-05,-0.00980858022847698,-0.0016769973267633479,0.0001529095817251956,-9.920413277858013e-05,0.0019250371693488354,-0.005432779879043115,0.004302906698649633,0.001632737738534081,0.004112051980538469,-0.009700058341452416,-0.012216440873972927,0.0021334037771218715,-0.00935392982662407,-0.004512555416576676,-0.017682522863804034,0.009607141629825462,-0.009575690354361292,0.011648365322192888,-0.015789371604092283,-0.006902972364069007,-0.0067940480185768835,-0.002186609003141656,-0.00788356353795821,0.007106997206668972,-0.0025048382440411164,-0.006561320734083387,-0.005953683487970084,0.013577667112896943,-0.01802063808768082,0.016227691867659898,-0.008982562558597078,0.008128434828642062,-0.0027343667124903022,-0.033993370412621945,-0.0045399816101660126,-0.0069966903042395735,0.024005709969310382,0.007346442891139622,-0.030465553224074765,-0.021494751116230434,0.031511687772851536,-0.012762202815690259,-0.01775861641445313,0.013907698908058116,-0.012739682259791617,-0.0036981712117442594,-0.009636761614852501,0.022157002748884887
ZNF567,-0.0023525806129550153,0.010025985962851086,-0.006163188148115792,0.0077778633681884314,0.001261463013683136,0.00130529445223262,-0.002374543168978314,-0.0026676574375240577,0.003481003820884442,0.0020070268849403518,0.00011993708224929117,-0.007032639079267907,0.00018140977818962602,-0.011706679784002668,-0.014042720542109826,0.013519852827086103,0.0020033582998575166,0.005930728085544594,0.02842307683346761,-0.007356792968939842,-0.023574859306254695,-0.006109457144839957,0.00820301624853287,0.032461753283135136,-0.029275394335769575,0.0246560599656831,-0.028769610998247465,-0.0320958300281938,-0.0651028249678092,0.02674349480682492,0.0026087851163996874,-0.017038795710136737,0.00923278592861327,0.01831917825974679,-4.223498304656184e-05,-0.0146935899859972,0.015574091948753591,-0.01803788309428784,-0.01592970359030011,2.8722794509106198e-05,0.0069368586438337205,-0.012397324186630124,0.021315950992164746,0.05109604582516939,0.019095699073622935,0.03189784907570675,0.019605002426426477,-0.02287541999182557,0.013392412731068571,-0.00549916625418426
SLC4A10,-0.0015401251825231293,0.01811194716012121,0.00862079862733954,0.008242542710421243,0.0014492592669939554,0.0002770940942141243,9.715465965739023e-05,-4.493737930116912e-05,0.0008130857333063414,-0.00661004575747177,0.022574992434560504,-0.04120047142045584,0.06196244787532825,-0.046014886642332636,0.0159926186266764,-0.02365215664791754,-0.014706245474122711,-0.03017778347777281,-0.005293972625613158,-0.03794847344335084,0.04315007538863356,0.05627033628986979,-0.0037014048626392744,-0.01284652361121641,-0.059059954512007566,-0.06413740120862824,0.01723384892373887,-0.014659701620477047,-0.011452066331284778,0.01216009099971295,0.01552635796854149,0.02135937055923928,0.04464243991958138,0.027211782303375495,-0.0033711051297364665,0.06030390431177706,0.028047191150763488,0.03670092564994704,-0.0021756157401261874,0.012701627782580856,0.04546510228524718,-0.05137716280869363,-0.04067375087683371,-0.0045576210202255395,-0.04979181482927889,0.0050453211626793806,-0.00792164153259481,0.006831974930819846,0.05198658969039126,0.0017806652073204515
RP11-445H22.3,-0.0009800586248526863,0.007496472000642203,0.0034040958206179033,0.015618609753235717,0.003955258840406421,-0.004023962846125871,0.0010051480083324348,0.003127885531152493,-0.0009137980148846794,0.00019758693713210112,0.0016674857551971555,-0.005897229289185534,0.01956271268957961,-0.01337141117207605,0.025427776565259918,-0.002430154321504762,-0.008445622694585358,-0.0016530496800061922,-0.011526447471964149,-0.0023396735133074564,0.009605391632040905,0.007858645120345547,0.02831690710884686,0.019332606993602938,-0.005692928555715946,0.03856370668502536,-0.0012973193736385488,0.0462760905344619,-0.03863322883149947,-0.03968345520887011,0.011397930582836807,0.07303878966407827,0.0072997982517021085,-0.000245588676974917,0.003523345542054894,-0.0005910140946185707,0.008183644800735164,0.0012692644082745424,0.012985001402671505,0.05330579458329141,-0.036819409446965955,0.03761482590839962,0.04135040046633793,0.015567636944526259,0.008188444064044087,-0.009994159954497645,-0.00016688739581285613,0.008934824128991797,-0.032339837555220866,0.034056738859556415
DPY19L1,0.019495586730875602,0.004339541504806718,0.01421222549627942,-0.01074428632358441,0.03974027419475871,-0.06807121090468796,0.09743635099252572,-0.04227626730839652,-0.0040006402320229536,-0.007341744806018015,-0.002492384034189938,-0.01343731914013362,0.012054189994925111,0.004795703518670534,-0.007345081572069316,0.007854076355729784,0.010994215790607144,-0.01690376502231275,-0.003921677367750854,-0.023674304296475615,0.0031935856827246803,0.011797698765196525,-0.011355231588003532,-0.007649278139907907,-0.025105114937004323,-0.03181277996736784,0.020616057664809603,0.00025729356205630907,0.015443250981153888,-0.010725750268551548,0.0005473906976349419,-0.003917001760134285,-0.0025196953764343886,-0.007182485246605912,-0.002851888912259442,-0.005638519529440461,-0.020373013840003545,0.003936668515401254,-0.011842751086775667,-0.015829092061564208,0.00698730382223094,0.02483394668185892,0.03257477870525572,-0.004016290627024935,0.012578695893728179,-0.016969550001674518,0.009553374230821808,-0.012565883835028456,-0.0075586429109266665,0.012210226402836677
ITPR3,-0.0026018333609590426,0.015358617884744977,0.008256357099487775,0.0024114744299027708,0.0024528775678116527,-0.0011543083361019695,-0.0023369368306111757,0.0017913354480465777,-0.0007593143573606538,-0.004398531041092017,0.0018243539236406385,0.0014473703672980075,-0.013803040154003904,0.030367515743370477,-0.005352890068412124,-0.0015205730001333682,0.00011239004661761772,-0.0054498044445264755,-0.0031635018663238408,0.005104385002673519,0.0018351351174836126,-0.00997585511247766,0.010412377484747269,0.02809874293411654,0.01754226408390285,0.011589822659068258,-0.0250383287689958,-0.01377615296174422,0.08975044347001507,-0.03057185333854116,-0.025238029473391075,-0.0034042039905398396,-0.03971884551558383,0.05025982387865249,0.03353710474568036,0.022336158725317832,0.005119307351478072,0.0261679381658534,-0.015208825252836242,-0.006988606905147302,0.009583914290898192,-0.005816639122923058,0.0008836149998765761,-0.0003964427526759887,0.01701542074409969,0.02318200650656336,0.0061479506808534,0.020219301809067555,0.03517457702660092,0.022712101389233075
RABEP2,-0.002558764981713477,0.012709199760387629,-0.015401564968072486,-0.03278432715675666,-0.0016111066672769758,0.0001831364708555316,-0.0037451184856363237,-0.0036329434116242564,-0.0006667300137909095,-0.01693008934466793,-0.014446544225521626,0.007059666816622299,-0.013825616463964066,0.011313017399820952,-0.005270949340606501,-0.0006937970833274217,0.022013498981358952,0.023969956059568382,-0.022948930068834843,0.04648276766429769,0.026470210616922805,-0.03730001538877282,-0.04975346150250907,-0.044511008677770234,-0.05474779226779917,-0.01666670222132974,-0.008999585970472521,0.0003076288464865925,0.02202287904027334,-0.0188696942709246,0.0075124637871265,0.03663930645744091,-0.008973269610959345,0.003271235074926905,-0.020089205615759026,0.01740575767941173,0.0072059523661842356,-0.011865891609808587,-0.03777947240195602,0.012732257059953615,0.022403085318039646,0.018967122267791698,-0.022374770890375352,-0.029184866121329315,0.01166745445453056,-0.014259296721160261,0.005381043567316883,0.005408013098359408,-0.018772058056358815,-0.021831280460127826
ENO2,0.01310326043933593,0.009312387945109024,-0.0028922074928043095,0.02322145482064106,0.00013839523823438492,0.03889127385252098,0.0103054200000277,-0.03141640936370912,-0.022858798532309706,0.062236063121967264,0.01062002600935188,0.00016732704934690926,0.004751155655112262,-0.01721014245657484,-0.011192262365834028,-0.02111845599837063,-0.012761359544664369,0.021546321753052836,-0.009606009597966175,0.02605657527611929,0.008208383852384505,0.04629226066004277,-0.013805334114530988,-0.0611199597273376,0.027214796627822287,0.012018988470142872,-0.037818430791083255,0.002830624415374204,-0.00915715738112344,-0.01967460280227112,0.006286106457877872,0.020991024547744895,-0.040418208511686364,-0.002613936222838774,-0.0003927123311279429,0.02288443005754712,-0.0008062803869140712,-0.03578939623580487,0.006610702461499329,0.01653596313408868,-0.00972714484007628,0.003944674883436048,0.0022028831630686195,0.03315319021149996,-0.011121191345654539,0.01404075934021381,-0.04090708485917472,-0.02038082111243982,0.006009474102573076,0.014122747577929484
RP11-182L21.6,-9.113747649120488e-05,0.003259757740889592,0.0009567581033178047,-0.0006903847217785739,0.003505198770828121,-0.002761884120303041,0.0007909811130207239,0.0005384483677776918,-0.0136219910063922,0.014340737083707296,-0.0040909805891250475,0.0007973716940728624,0.005730170393942422,-0.007927551561419676,0.0220731440590791,-0.02048767914884984,-0.0017605694386301995,-0.006057425997779862,0.0034747995466138924,-0.02077254008240069,-0.029137847528511014,0.01089343194401004,0.0014634637298413635,-0.006142985759059949,-0.0012631954132019646,0.002438108392742713,-0.020228174280465607,-0.0077807125334025005,-0.015528366308464079,-0.012289042875834353,0.021075826239915885,0.03695460875274918,-0.02212082381062446,0.001623740629506173,0.022839959378550413,-0.015366095943003448,-0.012464395171493992,-0.013361864638897946,0.0062840000739777515,-0.008655241407791545,0.005990244090898057,0.007474056747297444,0.012980133871609725,0.00359695606490655,0.026097370197721785,-0.0053170706958591725,0.0029686185364299544,-0.002662523178994924,-0.0032887767054692063,-0.02683354511324634
GLYCTK,-0.0016131946163147294,-0.00010885195806773787,0.014056124529862898,-0.014213643079358749,-0.0031865073786778927,-1.88244583357232e-05,0.0022212269151616042,0.006105463154066842,0.0018948463659339432,-0.0024100925033632564,-0.00044211356247277956,-6.266836194932437e-05,0.0033609728707070575,0.014722156259185729,-0.0003398822306576281,0.0008105537016253117,-0.0028131150919583855,0.009373521121598916,-0.010922912499885376,-0.00782465362521186,0.01139975475020855,0.006582491318139737,-0.007144534100544586,-0.009682845534254084,0.001649545592564937,-0.012017786756192968,0.010912286719833093,-0.00044378857325162724,0.02013688210161716,-0.0033127161404771016,-0.0002961906350708067,-0.005789721769917385,0.0038948945067064224,-0.012591573928781944,-0.002505288589832949,-0.018864109242685265,0.0026373219281544164,0.0016357161002141965,-0.014238475074886124,-0.009909132646521086,0.0177511018493566,-0.008357861080832998,0.013892088711708902,0.044162139819934505,0.023525925897324648,0.029148436748873557,-0.010182958114031793,-0.023887517781881158,0.019225247902577295,0.01440509735871619
ARHGAP11B,-0.000835748388972235,0.0070724218303474294,-0.005746723011583348,0.003767212019248659,-0.0019356412393454361,-0.0026091555571888733,0.002586578284241105,-0.0037798357065466012,-0.002889623193858873,-0.005892235741950171,0.0014100270763373916,-0.008131995780648443,0.014843222218828969,-0.008097056414559014,-0.00020402917529885534,0.005479499474084938,0.001775341996384662,-0.007979910930048826,0.00832849590775481,0.01574258358116388,-0.013312903876157361,0.020254932668403093,0.018776424470436617,0.02629645083278851,-0.011398933232350372,-0.03371491362419571,-0.0005032706522415326,-0.012189229979680138,-0.03396444880878731,0.002266966332213259,-0.00015293219487466007,0.03880766843418118,-0.004738969579603272,0.019242942963034717,-0.005585106103233302,-0.004812213150095293,-0.015180021125590182,0.01377860472821537,-0.024945679158511376,-0.04999398235339819,0.005324380601341637,-0.002353303410319224,0.05167997900375242,0.043662144103788714,-0.028675956490076336,-0.011319016211619308,0.015000399677426855,-0.031036337204604823,-0.02661671252722419,-0.010769532821044396
ADAMTS6,-0.0018299265081454224,0.008047171640744477,-0.00510643325615887,0.007640601550394052,0.0020668795359839566,-0.0006825919934458502,-0.0009743391619884668,-0.0013886031071670061,0.005352019732608738,0.0028473746662914285,0.00423509343193749,-0.008387048269561525,0.007008221530025922,-0.004617249055988503,0.0064849330945927,-0.015713990267458823,9.535577763935404e-06,0.014754175913185067,-0.008950847255190015,0.006142002675439565,0.0009705270545357924,-0.008129461052800746,-0.0009106406955692978,0.016549135935814155,0.02245416678460553,0.007495213300494097,0.00025745842104033857,0.007262841854441163,0.012450364843539322,0.013168913113971807,-0.026157879007762935,0.0014799589941135675,-0.010876118853421967,0.006258668467184073,-0.0007103457520358557,-0.029766455074481425,-0.016207803018806723,-0.01825567254628494,0.005556657815306636,0.02773737234145312,-0.014012482503071091,-0.022185585244675978,0.014349107069930969,-0.003361065824599661,-0.003944517555934419,0.026641784740447545,-0.02814685007260585,0.035476691853333325,-0.020303009342377505,0.029120254887031006
PM20D2,-0.002494504981579858,0.007309465004067992,-0.005491666223946355,0.015934807120853423,0.0017276965760259575,-0.000887177184418991,-0.005476229668581097,0.0030268691610244414,0.0029307809682894885,0.0008827522577002668,0.0010402070642715076,0.0023290575037762454,0.0036863255014462394,0.006579268927357067,0.02200901072133068,-0.009578814976788705,-0.004219613170953781,-0.006002938969574026,0.005615310974448834,0.005539076996578664,-0.0009988356116258732,-0.005925672868224873,-0.004914562519838205,0.008304733523157342,0.003355396917035439,0.010450441966334467,0.004409635000011033,-0.009297106964257973,0.016155637345102808,-0.03328130852108059,-0.02130675139456163,-0.006912705723723387,0.005282228334544881,0.005934799868381906,-0.00048543725293674384,0.003735396980324465,0.037993788813157285,0.014883588166552922,0.012308826250916845,-0.008226194614555055,0.01506779489731501,-0.001841485276045216,-0.007683609100366708,0.007270763897748181,0.007807899427944231,0.03981786885153993,0.003986910851483161,0.01580152012029137,0.012483979062253982,0.0032888568517650046
DUOX1,-0.00041750625779522955,0.0017777594302387971,-0.010930478279179244,-0.0034864790788429424,0.00014232680816288185,0.0019386544949617425,0.006664747309999326,0.012068282975161415,-0.010354434562854715,-0.006242848654009638,-0.004131414764487666,-0.015009122521588597,-0.01959867883809556,0.0060881348300010334,-0.01455112500011975,-0.004112213527352474,0.014997470724035048,0.016283023800908125,-0.007683558775770201,-0.029461154053772358,0.015510003444249288,0.00104922428174513,-0.003189696704426902,0.01833081227364677,-0.0163216757494365,0.007973451827949701,-0.005942405063288005,0.013311827831473638,-0.026917038087960823,-0.029476242219590037,3.247889696339967e-05,0.01529983742493237,-0.013012169689448023,0.00039376168358900275,-0.014307853335059415,0.014121940556392126,-0.03357039436174444,-0.03541379698189778,0.0018659944802479188,0.035306936856639624,-0.0033270522665593185,0.042408781028174615,-0.03458959691498645,-0.016425124690556066,-0.022280618730238684,-0.017018841164883912,0.018734582342822687,-0.010559699930715247,-0.025928816918358882,0.032902164799073735
ZSCAN9,-0.0005992164324586178,0.004122173816969271,0.005578070524215002,-0.01485508224612651,-0.0014604418227333925,0.0019967048747976447,0.001033208298276423,-0.003965742772774714,0.0028629029973255664,-0.007918498318151272,-0.007715551863811074,-0.0017859094634319825,0.009491968561082819,-0.0021605582159811955,-0.00632406427348242,-0.012072762414494629,-6.848576796825417e-05,0.00018932627781719294,-0.005279124161576714,0.004093559828634607,3.2696997591928362e-06,-0.00497847191756155,-0.013989753996902526,-0.01082161624392444,-0.0020858795146096697,0.009689047734153543,-0.010756971575069786,-0.007462203844746486,-0.026722786024752747,-0.0059758426434247044,-0.00661077376401689,0.004118242649576138,0.0019339005985184662,0.02517221360008414,-0.007262747137823015,-0.010944084519492333,-0.003911326524034247,-0.006596231772447029,-0.02445376847570506,-0.004831956118273374,0.0005039192000088118,0.002840901541684057,0.04408420443010105,0.018226002096014243,-0.03250780435861204,0.03340024180354444,0.006772698288687072,-0.023405466794080804,0.003989943260066286,0.010516920036448746
ZNF578,-0.0006699124144924761,0.004639475456595169,-0.0015570268700478222,-0.007055332084686254,-0.0016740008922026858,-0.0025805981472503863,-0.0004874746596865187,-0.0011147909137046612,0.00617217457364616,0.004262167159170098,0.0058613837659457265,-0.002216530395858487,-0.00239950024340496,0.011237521905703748,0.008097909177901657,0.01972945974584824,0.009135097550719735,0.023856756425148215,0.009439245391759696,0.0005594108695616811,0.0029067957017049045,0.003580667184186089,-0.01215625798939279,0.006962793279016068,-0.001935961846275207,-0.0022008141544282676,-0.0368857844290152,-0.02711768724670135,-0.0048599363414989815,-0.021748365607848718,-0.014387880550750675,-0.03384392129105558,0.04589552366418083,0.01112301310009853,0.045044977064568836,0.018344777993747827,0.03622666748748356,-0.007264869732342575,-0.02923484492202179,0.0007478065939608685,0.02566045518410183,0.018487515623433495,0.029305492145343517,0.018481710275327003,0.025292942700547744,0.0024221136947683115,0.009634983169361143,-0.032435577353794785,0.01965804984944911,0.02370601980817897
CTD-2516F10.2,-0.000706848430261536,-0.0018741619879430816,-0.005891163707868477,-0.0036631089399339622,-8.604476817979024e-05,-8.080590146503882e-05,-0.0005343629069439348,-0.0019551374597431047,0.0016898761887915847,-0.0016469291329621254,-0.0107776135800115,0.012623231992125183,-0.024964893916458064,-0.044380630019820275,0.010208952540217527,-5.7598547767084146e-05,-0.0026388354611439017,0.0047457767711334975,-0.010442160247895623,-0.009803636560348473,0.00041340616568856514,-0.0066381753744026075,0.007866085585624037,0.0036094636686421254,-0.010611680713942181,-0.005189760981255214,-0.003087233495614674,-0.0010042390324811919,0.01065862911494346,-0.005469889214581239,0.006694770081677711,-0.005994236785974882,0.006844135717011064,-0.005924455161174394,-0.00637974432455632,-0.0012527339812233363,0.020359798756535465,0.00013377528919039997,-0.01937594575387343,-0.02573095811568117,-0.007661890015128946,0.01134210920567135,-0.0007362486376287466,-0.011317105278966783,-0.026070838680986735,0.012780956940063292,-0.002651546169249146,-0.0001545540602455194,-0.01669294048842735,0.001944665203973427
TTC16,-0.0023394292616462403,0.02368894854506938,0.02157956330553784,-0.010006201251273154,0.0015398183376877865,0.0020135027771144777,0.001537382586834898,-0.003347180222000105,0.006293222835777782,-0.002247232710141837,0.0026375919745473455,-0.0036450801909981142,0.008828524279688891,0.0020898528623631684,0.0160680052376795,0.005249725333464964,0.004948279007882834,0.016401913423069927,-0.007929499845148447,0.014285650355546,0.01922411838659458,-0.01643753787191258,0.0020954611593988074,0.004740030102417876,0.01420196269483342,0.024949188641955864,-0.010544268839513187,-0.0026699492454754096,-0.0070701143022667105,-0.0035076958352126967,0.007211301547211448,-0.00519432183679374,-0.009239762885343214,0.008718781683530375,-0.007996208318331106,0.010403557891079966,-0.00745223848623221,0.010058057721410147,0.0021374164099070714,-0.01098998887471268,-0.0194466045488291,0.004875491966605901,-0.00905312773058422,-0.013070685011192141,0.021247796782593992,-0.0009789392266385602,-0.010184252789210379,-0.005099029972863616,-0.008992003328293882,0.0044363735437578655
AC093495.4,-0.0009638874941267597,-0.006476187964793157,-0.0002773118862107517,0.001499962576062778,0.00013430387449336838,-0.0030908540807253596,-0.006543877013968458,-7.345831699218504e-05,0.005927937070742577,0.0005311914820425903,0.009891116683556259,-0.010645997384915786,0.004550962402196561,-0.005549889354093393,-0.0020991266438931777,0.002435839136107806,0.005372490585967038,0.007895139864294782,-0.0048176872314619375,-0.00268114730842908,-0.018423859094230433,-0.026073203521399253,-0.00094394802399893,-0.0008922238585157435,0.016852214830176095,0.009462711631361816,-0.0027759380663313305,0.010229908320553635,0.006996054419983721,0.018917104877991982,0.024208365640602865,0.016708197225365054,0.008698055140849498,-0.00841288942801321,-0.0382096370811759,-0.002614666571094654,0.010807975856555461,0.007083138219022279,0.0031242263490606015,0.008437252848114977,-0.039375470595352284,-0.0019756765307153046,-0.011423108275740512,0.0015308866229256134,-0.015276436604253773,-0.015038720569768982,0.015735249879213348,0.012982555850360684,-0.0030816379010596114,0.008538694230074136
CLTCL1,-0.0002638485987675856,-0.009436964973883745,0.0031029202936258033,-0.0008776490361057933,0.0006530241255927336,0.0010803074122867694,0.001773773243111009,0.005394003750223452,0.003793418964002077,0.000599883184868211,-0.0009068770466587875,-0.005638810389633762,0.003330432052599585,-0.009128505012488792,-0.0001619408309667782,-0.006699612115507458,-0.003116456838692698,-0.009211557991641191,0.0009135427913870332,-0.005763490872980056,-0.00021958277740570368,-0.011169031861552714,-0.0009498120503875058,-0.0056729657943693605,0.00991320905468423,0.010027289262405741,-0.01061201879560178,-0.0010164282844715294,0.0031901561010417344,-0.0011999737902270938,-0.007353582594832991,-0.006073317692473789,0.0010006098226362906,-0.018148164242986223,0.00736326543800615,0.005012346542157192,-0.010945437688521058,-0.0018063137532949563,0.0047147900274131845,0.014938252634029876,-0.010095016062877965,0.006675596263745677,0.002056825934154724,0.01064058032965741,-0.006567341578941366,-0.028670005276002702,-0.014225725370986014,0.002713185625261346,-0.0002701924691046252,-0.007094760724502544
RP13-131K19.7,-0.0006266770021154391,0.0013065842609499485,-0.004217689841409217,0.0025722215774388896,0.0012254410688488746,0.0008988011098328739,-0.00016655937231758547,-0.0025843460608944552,-0.004434422453670176,0.00264387581630617,-0.006816474206657864,0.006958354770520407,-0.0028883573329608883,0.00405745731165448,-0.010790529652730568,-0.009091859201606536,0.011627179125918362,0.0011972058198440362,0.000783024578029365,-0.007126252396309785,0.010374920840841578,-0.004037216926280468,0.0040299098712304245,-0.013039061685507152,0.01042757658543508,-0.011650144753755741,0.01126962207079959,0.005994618871143476,-0.004577176354755068,-0.0031959017010064856,-0.006600610673521104,0.0038758184970732234,0.010006135719437141,0.0009648946057241683,-0.007451259306143845,-0.011332632085196883,-0.002682452819978956,-0.028063137759270905,-0.001027837023479956,0.00011815566087088492,0.008406220096333166,0.0035907766612880854,-0.0040106497318459725,-0.009492312519060032,0.005301639132535683,-0.03377314968222173,-0.009604810783827819,0.022221752349141616,0.006444847609169592,0.007041309477341545
