,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
STMN1,-0.001875479407576088,0.03651444890448151,0.0011420999198429077,-0.0146425619013789,-0.007129794349703542,-0.002479885527552447,0.008243324444005424,0.010020948659837355,-0.023469739792071214,-0.021601931642035943,0.13206552434695695,0.05275645098113228,-0.04685366760636116,0.026749389596689724,-0.009758071997937878,0.004549328391613103,-0.025587472886278773,-0.04043401816201111,0.019659308141307574,0.009562811620440653,-0.016700333497078095,-0.010964708393474394,0.04455521054038578,-0.004985630449413692,0.009127544368211537,0.010613291797085233,0.011650741654079574,-0.012789048940140706,0.0066024373819885285,0.03614679409530976,-0.009198864263788426,0.00279562288782172,-0.028432238491289986,0.011880600272813548,0.004434488600296159,-0.007787136246015666,0.0060633416984335,0.005931203869430866,0.035453492776118076,-0.018766009571981577,-0.009030470931090329,0.018855240313507195,0.03179243532903627,0.003953867386782389,-0.042329695196663734,0.03446639683275018,-0.02521462106930454,-0.006807230621815369,0.009509252027777122,-0.010518662671597137
GPR63,-0.0010411236102382275,0.0022955440603849232,-0.00011177465973817253,0.012385964002400544,-7.992708535387758e-05,-0.0010277556461061926,0.0007465867648428126,0.0009355015034587376,-0.001017835380295172,-0.00040544503292808137,-0.008023639169096573,-0.0025547946076795646,-0.006249453646335446,0.004048065070445852,-0.0014954591970128754,0.011327875777310582,0.00350112356879676,-0.0036842076335310728,-0.004596729374418233,-0.0014518590084131016,-0.004674931777815048,-0.0004399040785958595,0.0006709430719987429,0.0063067782998393355,0.003561899203585185,0.0032363405609763724,0.003009799729245322,0.006648580188511111,0.004655445451957375,-0.008855804330177894,0.006977636040507197,0.006878606029087138,-0.00014836530051414235,0.0006854274301044528,-0.012769336598926411,0.011230847653241179,-0.004036887356241565,-0.0030302448386834444,-0.007725469929644152,-0.002930050432294006,0.011635363818798924,-7.381664709814285e-05,0.010923470956906772,-0.001706852272616233,0.005377911990875041,0.0037090178930974495,0.0038172891190290095,-0.0015171058883828835,7.869336093029771e-05,-0.0032679059275725433
BLZF1,0.0015990380801590937,0.008565679218213752,-0.0021712984359686907,-0.0010770329569698334,0.0020417391471495836,-0.00638515204787992,-0.00385650470464097,-0.0011756041805313982,-0.0073897858513899935,0.012610655125843412,-0.0008058340349867276,-0.015953527802382492,0.016170953660383618,0.00891573025121629,0.0029647129682189946,-0.020201942863076878,0.0008184117572698005,0.016135390185011762,1.6938855994485125e-05,-0.015440071948039959,0.03274242062134073,0.011184658570749717,0.004445436245320316,0.001402900809824581,0.006894987019358711,0.005938104323297442,-0.02360265137540096,0.013915412717604825,0.0023938719781228957,0.018203354317888824,0.008227656655961356,0.025849104869169012,0.008779233425553305,0.026023569894809168,-0.008785239236269794,-0.008997139738561344,-0.011911811375054537,-0.009983465728261713,0.004606333963164221,-0.006231018852988831,0.018583438277167692,0.015799354297608453,-0.016904439829512966,-0.007552352720333033,0.0011121333150792777,0.035091322421220254,0.03742790756170972,-0.042449172554164694,0.015574043596451516,0.012926126446810089
RP11-803D5.4,-0.000706400501850977,-0.002802354065766361,0.005011272374016666,-0.00358478347204228,5.6948614135865234e-05,9.579676633611546e-05,-0.002156028484004459,-0.0007638244653966803,0.0014030392842696608,0.0012848779127516623,0.004712169354903888,-0.010001921205870932,0.017753871442932837,0.005097347305086298,0.01049414234372597,-0.0026293957598791193,0.0018072218471977593,0.018668345250297775,0.002338644997908662,0.0011802002496071426,0.008220404801728105,-0.008236652920676596,-0.001842459059708525,0.01318624810539146,-0.001274932483125124,0.0023107260085372255,-0.007061096666779168,-0.00922566520220028,-0.00034274434422634477,0.0007402022509108114,-0.010646113032715955,-0.015272247258696005,0.009000304125791081,-0.02908822878004964,-0.011329250828913751,-0.011181675981115939,0.030595390344498825,0.027872130756228894,-0.009073229142022216,0.0167288465455979,0.028991824657330297,-0.011008261850648474,0.039139147383372416,0.06110235922002831,0.01975624813395154,-0.013066924965617005,-0.0020431810078351213,-0.015301302963673864,-0.005427410197469018,0.036903224823790624
RP11-383C5.4,-0.0015309237144515964,0.0037851911159002315,-0.0009653973328317094,0.0025025165952430387,-0.00010729765521520219,-0.0009824322565004336,-0.0005856203508155831,-0.0018371113407214049,0.0014313276793887493,0.0007603880005026179,0.005219572765912821,-0.0065069165964420994,0.0033930659448114277,-0.012802002756815003,0.02052405547134281,-0.01144418336602961,-0.0024631060082515276,0.017776069852298498,0.004628681099282574,0.006376332024178958,0.004823683131019382,0.021684060758476828,-0.005709543926145076,-0.00956578969570599,0.0039959487723911875,-0.02154040532089085,-0.01606586643977683,0.015932494706250556,-0.01981009422558657,-0.005227817893345035,0.005571444479608019,-0.00699127196031445,-0.003968814104482585,0.01486086156143988,0.015368115554375377,-0.05695975241449806,0.029137332879663903,0.003930852070514582,-0.012766618559815174,0.03227043321373503,0.017556053486591096,-0.034956111937458144,-0.00679078628559983,-0.03540930626879528,-0.025571454207584665,-0.01401050717325267,-0.038432327308129496,0.0335996470087096,0.006102541580243372,0.03572999464404858
UGT8,-0.001044546337104919,0.003901722665489284,-0.021071827993873256,-0.012080402037379428,0.0016981620712192824,0.003953483439200385,0.002615344735985808,0.0038007242487909402,-0.0026769534314112593,0.0012175664545069108,-0.00856858631956506,-0.004926307459086168,0.0054203146027612635,-0.000807488647094937,0.0006850065234564866,0.007960434274042302,-0.01763336032139777,-0.0030781012151848315,-0.0008833192834091896,-0.040184394126625195,0.010928315121922985,0.00814421302133009,-0.0023769332616686953,-0.016369270562963955,-0.01497090280487338,0.008050298182147853,0.013658647783830382,0.027823531825816292,-0.03237675556546554,0.004175339917973335,-0.025774548180265443,-0.022675368243026316,-0.07862740514745499,0.021668940672615992,0.03808649550474219,0.041881787046884916,-0.037026242525702587,0.0418317810704742,0.006961355789512022,0.03422281357144307,-0.04662461190267907,0.05551909912245456,-0.0510056355279002,0.023685357470567096,-0.023023112662221634,-0.0331065706685845,-0.0026424039801272977,0.0028603115739086952,0.014386108250975927,0.016174346948494935
TREML2,-0.0010281511457649899,0.005569051864050389,-0.016404072744335276,-0.009142978436373952,-0.00033794619325517363,-0.001962968414891819,-0.0004387780302564931,-0.0033823249164768483,-0.007875298220043842,0.0021669179366800235,-0.0003543632656970284,-0.014546192847005738,0.0043161522102411806,-0.0016454626978988692,0.005458288593967967,0.023563366216329637,-0.033425216834581675,-0.08086990162435664,0.007700991570901188,0.010214953580215269,0.009433360710600896,-0.015747457398158922,0.0057424011594365875,-0.03737732508255906,-0.0118495295654266,-0.021042153685911474,0.014080181533816459,-0.002721052357912945,0.021789614129782944,0.051962610012824505,0.010034423887684794,0.028894501012969982,-0.01867000391082755,-0.005098881658255735,0.041978366375145924,-0.018100699551814346,-0.013042535624291031,0.019608341091684807,0.0552161805797061,-0.001676800069810384,-0.04951789563532357,0.015212029724203914,-0.012525673300337053,0.05904374669346759,-0.007835443389770696,0.001156945388500222,0.0028415207853869553,-0.028471625352817907,0.030363637572540784,-0.04383471024682452
F11R,0.019842087422464155,0.0047214160234657025,0.007562594120930714,-0.012340768585966088,0.017045534686957853,-0.032384534903722985,-0.06024018077418123,-0.0011382913472485414,-0.0038136477308918075,0.014290611473614528,-0.010834904790369035,0.03214994230046294,-0.08205539051140245,-0.11219559695114484,0.026581882016194165,-0.004801427637459721,-0.015099986577590183,0.027800993626038172,-0.006773371588660607,-0.010982554985416327,-0.001623992119019428,0.020831932616763034,-0.003830591243571722,0.019907192868391654,0.0023928532438705387,-0.013059555063941384,0.01461031653333077,-0.015117431412005085,0.008301269765539963,0.008198374740495713,0.021801475664967554,-0.00030638857420579467,-0.01949863388823195,0.006559907938090723,-0.0028814321199243597,-0.004189154340706396,0.017818287941225697,0.011576434929802874,0.0029663480121797734,-0.0034843394256537214,0.002653165979357477,-0.005373514925009147,0.006039745943866727,0.021736988208743254,0.031242022953218176,0.003761252806944866,0.005775445302276203,-0.015366442549277402,-0.01165920412319182,-0.0015245691531078666
TNK2-AS1,-0.0007759233555285755,0.0050182520857372055,-0.005434874919526941,-0.010659083315576624,0.0018778929627923857,0.004131646555584961,0.0012155565930525095,0.0025093095591409036,-0.003978475474949852,-0.002561947173766248,-0.0046870102441115445,-0.012334260559072522,0.0172752220908186,0.00873028855856241,0.008910196232668163,-0.0029262570228408783,-0.004826114137148365,-0.017132698427236213,-0.017585266024694738,-0.036873472913738735,0.006235743311550959,0.030009242760242073,-0.021063251370412022,-0.013459141461471338,-0.03453608426012368,-0.014443820510405693,-0.00047247049842345963,0.029042839616503575,-0.013683115558735203,0.000628476703385332,0.008751560466256494,-0.01947293932122809,-0.05064466408098395,0.007323021181226053,0.023180865809122233,0.004662700039934192,-0.028383902188567497,0.044825302330576716,0.008329288219989479,0.06070660056869544,-0.02542951512621623,0.04938945662818138,-0.04572258286708724,0.03630791926930687,-0.020533748651325175,-0.014486290110857282,-0.02267086211891692,0.012114659603341403,0.04145087071899176,-0.02055498764523312
AGBL2,-0.0009624263770556824,0.004107464873913547,-0.01380227440232512,-0.022060492198974248,0.0002450460401975938,0.002407368215664634,-0.0030951764657617584,-0.0021304543670965116,0.001271881325631572,-0.0027961988273446877,-0.010438139061538624,-0.0062481232041516396,-0.00168925859399659,-0.002988048844717808,0.0067106433354591774,-0.00020512393762226171,0.003515721692173276,-0.024742145355371267,0.005300601607116837,0.0023407065468032074,0.0071952001575351695,-0.010218988251752256,0.036468633148835895,0.01982174521693884,-0.0006858703421773246,-0.0070650034498023154,-0.027945416133203015,0.006386111390497845,0.017780501946805527,0.00270733215167956,-0.005326132973124803,-0.010875366300194858,0.01738078551602599,0.016236440723063086,-0.007366681081155695,-0.0014924173358154096,0.02052271684168524,0.007980038651084818,-0.021419855744298433,0.001029460463284098,0.019510559132969674,-0.0005143472881883272,0.014584972771336142,0.003165111996652781,0.023075578133088567,-0.05943743596767723,-0.035345799946306426,0.006659212217374182,0.013163424013916531,-0.002861514627008826
CDH20,-0.0009193997614002963,0.0009151796601900643,-0.00013909441377966977,0.009561269744998987,0.0008663712971945797,-0.0014572937862769113,0.0033762452122407497,-0.00023735660372469294,-0.0015610166581349518,0.0026110610370115076,-0.014182519628914456,-0.002316971005197071,-0.00910379429498174,0.013729374575106156,0.0033917528637432788,0.004047928911522915,0.0065565936609707325,0.008402210269107094,-0.003747356729504975,-0.007565604715048746,-0.015615701816155193,-0.0003076700331381381,0.006800700726154414,0.011432236162196683,-0.0005361093130256409,0.012880209724559775,-0.021801062248902926,0.001280058012866906,0.000464749972139503,0.0002793388611216146,0.011975514999003253,0.01574319909222209,0.0010025135343589607,-0.0047235669420721505,0.016463253451788187,-0.0005172321536119689,-0.021436781790789755,-0.014537532583564758,-0.026408950185230443,0.00047197007071592655,0.009460516529922297,1.9309713553643433e-05,0.0008520371438833019,-0.01205930699720741,-0.00011916805463326602,0.017540043748163755,0.0008509097184850834,-0.050211240899539114,0.004742808888522459,-0.026633347842601234
TUBA8,0.09381408784619615,0.006840535492461662,-0.0030062869839023363,-0.006110077552017081,0.051092046272617785,-0.007054156741888914,-0.1567769887165086,-0.08007947510818046,-0.07669176466841116,-0.13971547464733777,-0.00982998190517235,0.002337851166484107,0.005294484377562991,0.0021074875253484673,-0.0005461593200395561,-0.008336676526613325,-0.006928831704241935,0.0031405279973971724,0.0032811318368490576,-0.0010883702383960936,0.0041517636657282826,0.001598663515320219,0.02539257131762921,0.020459821428817804,0.02604856068424425,0.02641405317525476,0.015148799661629407,-0.0019306585797602988,0.0006918895345539551,0.021844081520484195,0.0026699000023904453,-0.01941376987088587,0.028014528074781116,0.006783004120886629,-0.003951820018380648,0.006704942255320745,-0.005558206844141661,0.02461104827594737,0.013394572070824205,0.02045575283015998,-0.013828778340176848,-0.011425826587476318,-0.013824515112686484,-0.0033528919303347443,0.03300723242554114,-0.002915453844931684,-0.007841838036237947,-0.012633755156526618,-0.0023189973273719956,-0.00010360497506102691
CYTH3,-0.0010945934491311809,0.0037666363977167956,0.0033305435952541416,0.005877518903921665,-0.0002422871387941481,0.0005012378902672029,-0.0009858633123029097,0.0014990313712498907,-0.00019497818045118769,0.0013499273662098878,0.008796025309094577,-0.005161579090458954,0.009125456289510754,-0.005108885735654654,0.011419633659386523,0.004626126791272323,0.006103965100978208,0.0022632341663631514,-0.0072894114044531,0.001803792991294108,0.01929243919624597,0.00477127459999785,-0.001501976684922897,0.004442212308605284,0.0010187548183760136,-0.00998587775945624,-0.0027173935032728026,-0.007620712241323938,-0.00740310150622985,0.0037108805731133304,-0.00019630136006014876,-0.002898872660246776,0.004721167633373757,-0.009670118997833875,-0.010647265593294892,0.0037395702953129167,0.004175874865553658,0.008523957034408102,-0.0017822709014516276,-0.008084275184310525,-0.0066567802986373685,-0.0033750111029136414,-0.0004742446987185756,-0.003122339515308968,0.003656575245027406,0.0069362628922401805,-0.004626988331815539,-0.0001475381301941723,-0.0036086075477170495,-0.006095145169977478
SLC45A3,-0.0012108628160546263,0.005045137359348993,-0.01980538431040279,-0.011094889876266526,-0.0009044916711938183,0.0006240420714094105,0.003613202024223556,-0.0017836113840004693,0.0033925460389653927,0.004412008653086237,-0.0062557781126321215,-0.012284743488046684,0.008614545499873755,0.003707323367721507,0.019426051484250022,-0.011909726010157187,-0.013476019897563866,0.011030375982217316,-0.0026938144254621695,-0.020863688755765303,0.002317893775444308,-0.0017192266990985504,0.010040699786992947,0.006702491135083392,-0.018022637131186584,-0.008858225363109264,0.017592964152073468,0.035563732641435856,-0.05422699821711152,0.011051125786557722,-0.02907950525797215,-0.033505599572505276,-0.013251988962233313,-0.014099076629923553,0.008912822305145982,0.017294051033740834,-0.017577707896413275,0.009625075079988828,-0.0849824823758425,0.0007305495700641283,-0.04421403879694086,0.07378347450945306,-0.04458074421106283,-0.0013351406121278721,-0.0022912576487906094,-0.022875754443164437,0.005585173406093677,0.016569356172992898,-0.016559055005333386,0.0007757459613079214
DHCR7,-0.0015044480518400037,0.005543591493675117,0.0002800559803884335,0.004565659535722226,-0.00011142234031536159,-0.002126459580921713,-0.0013730527600911999,-0.002646173235611935,-0.0021874416134375174,0.005924595543366178,-0.01154431478903267,0.005657557311590993,-0.002901343051838398,0.022659343248664993,-0.010177910790828594,0.002692158859903736,-0.005656264325887629,-0.008516690605986307,-0.014630186716887154,-0.0033455448046106366,-0.00604606455893645,-0.0006834599816522085,-0.004248466345231231,-0.008788419061884233,0.01600656797809101,-0.018666366957165496,0.01216868570548899,0.003628127419472723,0.029987851261636164,-0.010537770250940166,-0.0216233315233997,-0.006155778029530273,-0.001020382248876627,-0.015555042660848398,-0.01796070008968853,-0.0015137165149230274,0.04130727495700363,0.026113564932124276,-0.014581924488679213,-0.01305560745960309,0.007032021136733612,-0.033202509200400444,-0.015287399520878668,0.03656252972740304,0.026648209899302985,0.008162587786330115,-0.01828562274600344,-0.025987107493517212,-0.027732583065292762,0.02770857805799716
AC006994.2,-0.0005657514960491997,0.0016592578792425459,0.003960131440470824,0.005880694080007373,8.39546586537162e-05,-0.004939996631666547,-0.005769737271665709,0.002290883440059497,-0.001445710760151878,-0.0007388132196032816,0.009121107402423822,-0.016233399187379618,0.01055211812694857,-0.022373906589506398,0.01192120680213118,0.003053789851945656,0.0031437481109581667,0.005025216896651992,-0.0025987412616090004,0.00708192224909372,0.0046820193318661725,0.00669132991477728,0.005841363470328358,0.008682321572486407,-0.0035630962608623707,-0.032900413575289396,0.025876679227634706,-0.021205439012393995,-0.0037333579174581664,-0.0024322580483004015,-0.004745885051177371,0.008414488796424853,0.004141020104474657,-0.01984811627126885,0.0008265798212125607,0.012957882507764551,-0.001042883347259953,-0.005954751909840669,0.018521010841891193,0.01768375390442016,0.004573078348970309,-0.0375952616151524,-0.001997325031384998,0.003594256902984095,-0.022580553712126743,0.007056013676663881,-0.007071162536246788,-0.009078147898829783,-0.034801223352702235,-0.009351487639459664
ADAM28,-0.0032008029864243983,0.011342000272140492,-0.0663768429222633,-0.05431427555257604,0.0008156964056900318,0.002144058356589994,-3.3774316500935424e-05,-0.00400303845327713,-0.004259029903060041,-0.009766471864398007,-0.0001170909363777029,-0.005767179796114548,-0.009077507700553778,0.0038461492521114312,-0.0299641819597169,-0.04083792069599141,0.007832045371169745,0.04185980226009102,-0.04380144181581543,-0.022754288497991,0.03980916184190897,-0.04699236767626828,-0.05340460644245372,-0.030202808710053868,0.007419463863398867,-0.03996394968594881,0.014670570348683158,-0.03221410201020272,-0.02281845125295153,-0.02184788719863238,-0.008201516396874877,0.03296548181793992,-0.022821667239340593,0.011888969692248584,0.019950917270598775,-0.06865396810403851,-0.03505924246238442,-0.008955138574338606,-0.012727642729515985,0.007796912103763216,-0.029897910158519288,-0.002471099053200854,-0.012475928335331394,0.03826540916452724,-0.003930209697569326,0.008756837343544068,-0.007962779164497974,-0.0037530088195582194,0.008109640002561333,-0.041939869826531154
PGF,4.442543972482914e-05,-0.006266922618528257,-0.0033379045318050722,-0.008227265730582535,0.00039066219259677984,0.0006738191940405808,0.0014456439711075695,-0.0035615182706634388,0.0017693149865862022,-0.0033107960070485093,-0.002893017542428603,-0.006426677106132796,0.00898199264198954,-0.005728878664894873,-0.002343879042491821,-0.006501912861512174,0.002106529116466497,-0.00888253557330053,-0.0016338137613091425,-0.002398407665294914,0.0008903083596962808,-0.016154053542610965,-0.011106972301728576,0.007148239788935867,0.0010540124304030554,0.015755252952082723,-0.020497341531632896,0.003741798431421332,0.00925158715850579,0.0004335232528706414,-0.009345376414497576,0.009676081898730244,-0.021406269486226533,-0.01645687107468119,0.0025865657872329575,-0.006461259084048637,0.012680441066155155,0.009975539637251724,-0.003932871889871982,0.002998383911648022,9.575586592637975e-05,-0.005185116283562624,-0.004459697849454656,0.00666790016633393,-0.0010507682859357279,-0.0017078993471699817,-0.008687256852750734,0.006167487254913369,0.0007099628865015117,-0.010918863170434277
C17orf107,-0.000828483098840826,0.0016618050854229475,-0.005042822762705769,0.0002612999207755452,-0.0017565124772297867,-0.0009533712504501884,0.0006660868159918633,-0.000439768310748337,-0.0038824361084263434,-0.007271081881370906,0.005730609332852981,-0.0020376019632797086,0.0037719145689032426,-0.014328287430938766,0.005189924963020339,0.0012253085646615105,-0.00043721349773964647,-0.0057622214545114065,-0.0038789969108806964,0.0048464432624217655,0.002890090122454304,-0.005966097078879348,0.027567852892021728,0.002523136889623608,0.0016480375569760532,-3.118448202018816e-05,0.002380924023632735,-0.013296819636372458,0.0008496616715635287,0.0018368446103869834,0.012163435283873996,-0.0036986612202552,0.005817402531044062,0.01188701549506638,-0.004566444696845593,0.005909399697657549,-0.0016073758661896928,0.0020461679702922387,0.0031314710052090747,-0.011207396003041669,0.0037144044692407046,-0.01877234596223889,0.00840671835734029,0.013165179860081123,-0.001683325772329717,-0.006392310514434781,0.02857997634418356,0.0206780900748453,-0.010573082220463569,0.01901400328975747
KIAA1407,-0.002336828966882715,0.006916609350687519,-0.033324676567443014,-0.020383352029452004,0.0009000981448111762,0.0023496752013306976,-0.002298454864665423,-0.001478022627534065,0.0034942726379516872,0.004232436619046458,0.011208970448164358,0.002246197053895657,0.030703855501283732,-0.01960971810781474,0.02567992776615672,0.027159338493008618,0.010534369969314299,-0.006103447906755912,0.03489076697488301,0.05567430266541165,-0.016425003186213816,0.012786830490061348,0.0467494456809321,0.025369031070295527,0.0023624639895888783,-0.038843651968184345,-0.006220696044396586,-0.011091271629017537,-0.020016522235314117,-0.030016086503612774,-2.629774370768983e-06,-0.008405565684103227,-0.022551224919755957,-0.021908471963055356,-0.044377358216521307,-0.021893598847773935,0.010221913569717972,0.007811976581149268,-0.05145712205464004,-0.03260481287255276,-0.040981349708799665,0.026364103198605948,-0.015073707832772726,-0.022424528432067607,-0.021196272793404938,-0.020334152900440234,0.012138304602196467,-0.05886414680198688,0.004532292627206497,-0.019900209897163134
FAM3D,-0.00020151603752458766,-0.015965873659087654,0.006395769610755737,-0.008503172910294943,0.00038169167261065866,-0.0015106378901171213,-0.0019990822007889615,-0.002066529323042173,-9.562654010966433e-05,-0.0017842339834815066,-0.0021383733919482575,-0.0065292881761524965,0.006078929016559897,-0.0050725431135877595,-0.00579637707488583,-0.005396821668444799,0.007518964061865871,-0.0035101992062425143,0.007199535928161296,-0.01582419208931286,0.0057163056397700985,-0.01349268205723664,-0.002025745318930592,0.0012106547442902146,0.01398791147293539,0.0008423515593424732,0.00863701727916166,0.004767557519212663,0.00494707410859363,-0.010217396915503522,0.011720859505324041,0.013397872300283718,0.023730988843874153,0.016042139102085715,-0.007246689615785352,0.033050379019107984,0.052135785818607595,-0.024755390123385308,-0.027146012622959938,-0.03721912753985283,-0.028322342205626832,0.001843229924363025,-0.007028287303829323,0.013712627673426658,-0.018859958006183022,0.013371265089444527,-0.011996431563134485,0.028333696918700173,-0.026716835361193025,-0.050866930132923885
CTD-2544N14.3,-0.0011893265439954061,0.002516809083645437,-0.019490820455045854,-0.011330074341020473,0.000552344044963815,0.002206191401257309,0.0017806006650624353,-0.001899529181552016,0.0031199249551237115,0.0042702259063902475,-0.01198095094290528,-0.0027856278381958094,0.011037676048046934,0.001185376476353443,0.00445211393699662,0.01315405023886032,-0.00845108432272911,-0.013460040533207497,0.032707453219133986,-0.00716581339232878,-0.009964395338059097,-0.0018424282664598112,0.0012547082598765211,0.013432618160957453,-0.007773884824916889,-0.011297288494712305,-0.025305008761555014,-0.0038176443529474432,0.00265441998674063,0.00579912037742515,-0.002073166609364135,0.004469724905608102,-0.0046082540365252524,0.01997475488822895,-0.023743835989761344,-0.019402901761255344,0.019984466601566397,0.016112067965804798,-0.02341946327343213,-8.818352187524997e-05,-0.010009483646514213,0.006051629614216712,-0.001098102695851196,0.006496815159722741,0.018001170367491756,-0.024320792141844398,0.007898421142595542,-0.020414062085050717,-0.002415336160591573,0.013723351903670754
IFNG,-0.003816518989434071,0.04887097977472287,0.0424023258880709,-0.04290341410855583,-0.0012403998322560673,0.0017454508655234487,0.004584351624513408,0.0014551957663305804,-0.0025297107302723366,-0.001411378775917085,0.03644931085663701,0.01150654475738784,0.00041208523732360735,-0.0012026377805732348,0.010562680694339625,0.007797617422484081,-0.0006146220056286573,0.004064277414370384,0.010772591051869312,0.013157740327841023,0.009113817462404928,-0.007198693693984551,0.0076165288494527425,0.01793333564907839,0.017096940552143357,0.019713145046470943,-0.011081998727129092,0.000316854100395593,-0.002997665533630456,0.0312711821018879,0.022028662183515985,0.011558919440966271,-0.007600534111189046,0.00046208973665151263,0.004860234721633363,-0.027920140729541378,-0.009825311939670813,-0.023919299368222242,0.009203234711169265,0.00502812643463965,-0.00013565834906530063,0.015936068032156518,0.01682623201941864,-0.021440660428287035,0.014887748041404634,-0.009654071010195716,-0.019744967480941275,0.02527030914197413,-0.006666759967076076,-0.013237343243561616
GNAL,-0.0018638423186355326,0.015397705301338278,0.01773551774537287,-0.01684442897935312,-0.00032647722181450474,0.002564857546278626,-0.003244427722359055,-0.0006978812270541332,0.002095879514025207,-0.004752236311893674,-0.01444322103044821,-0.0045897911063289935,-0.015021484247674419,0.010990063647868704,-0.012740305439088747,0.00523004080326865,-0.00013584977378390366,0.0044659960432885115,-0.0024740589458608223,0.003400620552163689,-0.010959254867823226,-0.01611659882866682,-0.005569459256435695,-0.024207849140140736,-0.0061124382647235204,-0.004423090192604872,-0.008494470636947507,0.003308091610190996,0.0013592144689534773,0.0026913241887671327,0.012309387194428003,-0.023171208704426464,0.002371763828280956,-0.01704331529872779,0.005542572264717442,0.007128213541704991,0.00033815640074448127,0.015584438172431688,0.005241484326152744,0.013262684092164013,-0.004095147837173527,0.003102958383064032,-0.0031477371687818455,-0.036078732564199446,0.020419801844487363,-0.04188224784619384,0.01676607692410195,0.02274346562809081,-0.021161379402863143,-0.03310835022420282
CECR5-AS1,-0.00017868810290375294,0.005345383833366368,-0.0016972105212515213,-0.00372321448873383,-0.0012259519063717909,-0.00620862157446717,3.5023554609604146e-05,-0.003644009837522118,-0.007221314405777116,0.011035223266267805,0.013439916003715306,0.011393837118752638,-0.0184316305844661,0.01513950513784655,0.004785456366248664,-0.008075139559988682,0.0029142652913480838,-0.004406401469747067,0.01727799355230759,-0.010573805394675406,-0.02763599997590905,-0.0024310541572745365,-0.012014414332279996,0.007100479070094213,-0.0031708557425931885,0.004114074821211018,0.0042060885700210965,-0.020816505758336636,0.0005034877598127747,-0.005405274873748175,-0.003823839393302968,-0.008906403969770767,-0.007502877548357098,-0.0034544986551315188,-0.06455454298345398,0.014482769515360667,-0.011569735665793548,0.037224079600931576,0.019281068090193997,0.019192405163029114,0.021812214471841944,0.03218062879204122,-0.04362881391521983,0.005503594155390243,-0.015707361812931607,-0.01198324977978945,0.009047986826578203,0.020188554621811593,-0.047780297150239584,-0.016754395498065018
SREBF1,-0.00047610392865027904,-0.007464802369656601,0.003910969687756436,0.00032064790677209423,0.0010360072506167956,-0.0011554992429278692,0.004457572191075643,-0.0014754854827782186,-0.011207286024710501,-0.0057748342881244995,0.005693032673393827,3.960724818011566e-05,-0.002989983267070095,-0.0030595354726649406,0.026715533383631605,0.0047504451091809705,-0.009045340306615903,-0.005332239570944806,0.0019936258089475983,-0.011886850702595469,0.01543435069878752,0.0009290351118454427,0.006593260948022361,0.0052009940275018285,0.001004854397576789,-0.0026205623951274697,-0.006863679441563422,0.003125554124211844,0.022876245435763536,-0.003300188934410364,-0.007939171128124521,0.01014166830317211,0.01746475013108351,-0.010750847509859853,-0.009953678377564957,-0.014732107148113207,-0.012499773782353616,0.005425443897985318,-0.005727409135095948,-6.347131293177582e-06,-0.002110432150998621,-0.021673955771547647,0.007019745896757754,0.0023088413637799747,-0.011559206461990911,-0.007974671430433582,-0.021159790840494543,0.005010320206129829,-0.007258466425589562,0.010734372512499557
CYP27A1,1.968417512211572e-05,-0.0341276536416146,0.017974411706086244,-0.02045258533398037,-0.0005603445151209539,-0.0021931707960363353,0.0028423054600879728,-0.0021859351415571544,0.0037732705793961678,-0.006031534521540601,0.0128662961412533,-0.019316817834270753,0.013354763771034396,-0.02248246680305714,0.0023337494978348176,-0.008427987256768174,0.008182091080939804,-0.0026777464940303934,0.012270576004595302,0.00745451141110272,-0.03903739342816023,-0.02859043232713325,0.02623135010383542,-0.00034483215227403257,-0.013855281797356393,-0.0094940292614921,-0.01912475430149827,-0.034654725107985354,-0.005087693798115048,-0.019195215510158212,0.02575828603699771,-0.02149222309448314,-0.020949630237671563,0.01331222489080402,-0.020629289020631623,-0.014197818975637275,-0.0242306395595362,-0.03025343620340576,-0.0011865638121576344,0.017530607142896625,0.01543994863905913,-0.00031643396195112165,-0.01972638464863867,0.0448291121449463,0.023621905596014525,0.026356916902083388,-0.01971744937827788,0.05288228888834952,0.009083759553601127,0.01878539639335198
